section_id,message_ar,message_en
7,"يا من تسكن في قلبي وكياني، كيف لي أن أعبر عن كل هذا الحب الذي يملأ روحي؟ أنتِ العالم الذي أريد أن أعيش فيه، والنور الذي يضيء طريقي.","You who dwell in my heart and soul, how can I express all this love that fills my being? You are the world I want to live in, the light that illuminates my path."
7,كل نظرة منك تزرع في قلبي ألف زهرة، وكل كلمة تنطق بها شفتاك تخلق في روحي سمفونية من الفرح. أنتِ الحب الذي جعلني أؤمن بالمعجزات.,"Every glance from you plants a thousand flowers in my heart, and every word your lips utter creates a symphony of joy in my soul. You are the love that made me believe in miracles."
7,"حبك هو النور الذي يضيء ظلام أيامي، والقوة التي تجعلني أقف بعد كل سقوط. أنتِ كل ما أحتاجه لأكون كاملًا.","Your love is the light that brightens the darkness of my days, the strength that makes me rise after every fall. You are all I need to be whole."
7,أنا أسير في دنياك، أسير في حلم لا أريد أن أستيقظ منه. كل خطوة معك هي رحلة إلى عالم من الجمال والسكينة. أنتِ الحلم الذي أصبح حقيقة.,"I walk in your world, walking in a dream I never want to wake up from. Every step with you is a journey to a world of beauty and tranquility. You are the dream that became reality."
7,"أنتِ القصيدة التي لم أستطع أن أكتبها، لأنك أعظم من الكلمات. أنتِ اللحن الذي يجعل قلبي يرقص، والنور الذي يضيء حياتي.","You are the poem I could never write, for you are greater than words. You are the melody that makes my heart dance, the light that brightens my life."
7,قلبي يرفرف كطائر كلما اقتربت منك، وكأنكِ الشمس التي تشرق في سمائي. أنتِ الحب الذي جعلني أؤمن بأن الجنة على الأرض موجودة.,"My heart flutters like a bird whenever I am near you, as if you are the sun rising in my sky. You are the love that made me believe heaven on earth exists."
7,"حبك هو البحر الذي أسبح فيه بلا خوف، والسماء التي أطير فيها بحرية. أنتِ كل ما أريد وما أحتاج.","Your love is the sea in which I swim without fear, the sky in which I fly freely. You are all I want and all I need."
7,"أنتِ النغمة التي تعزف في قلبي دون توقف، واللحن الذي يجعلني أعيش في عالم من الأحلام. أنتِ كل شيء جميل في حياتي.","You are the melody that plays in my heart endlessly, the tune that makes me live in a world of dreams. You are everything beautiful in my life."
7,"كل شيء حولي يذكرني بك، لأنكِ أنتِ كل شيء. أنتِ الهواء الذي أتنفسه، والماء الذي أرتوي منه. أنتِ حياتي.","Everything around me reminds me of you, because you are everything. You are the air I breathe, the water I drink. You are my life."
7,أحبك أكثر مما تستطيع الكلمات أن تحمل، وأكثر مما يمكن للوقت أن يسع. أنتِ الحب الذي جعلني أدرك أن الحياة تستحق أن تُعاش.,"I love you more than words can carry, more than time can hold. You are the love that made me realize life is worth living."
7,"أنتِ الحلم الذي أصبح حقيقة، والنور الذي يضيء طريقي. أنتِ كل ما أريد وما أحتاج.","You are the dream that became reality, the light that illuminates my path. You are all I want and all I need."
7,"حبك هو الهواء الذي أتنفسه، والماء الذي أرتوي منه. أنتِ كل شيء جميل في حياتي.","Your love is the air I breathe, the water I drink. You are everything beautiful in my life."
7,"كل لحظة بعيدًا عنك هي لحظة ضائعة، لأنكِ أنتِ الوقت الذي أريد أن أعيشه. أنتِ كل شيء.","Every moment away from you is a moment lost, because you are the time I want to live. You are everything."
7,"أنتِ القمر الذي يضيء لي في الليالي المظلمة، والشمس التي تدفئ قلبي في الأيام الباردة. أنتِ كل ما أحتاجه.","You are the moon that lights up my dark nights, the sun that warms my heart on cold days. You are all I need."
7,"حبك هو السر الذي يجعلني أبتسم دون سبب، والقوة التي تجعلني أقف بعد كل سقوط. أنتِ كل شيء.","Your love is the secret that makes me smile for no reason, the strength that makes me rise after every fall. You are everything."
7,"أنتِ اللحن الذي يجعل قلبي يرقص، والنور الذي يضيء حياتي. أنتِ كل شيء جميل في حياتي.","You are the melody that makes my heart dance, the light that brightens my life. You are everything beautiful in my life."
7,"كل شيء فيكِ جميل، حتى صمتك. أنتِ الحب الذي جعلني أؤمن بأن الجنة على الأرض موجودة.","Everything about you is beautiful, even your silence. You are the love that made me believe heaven on earth exists."
7,أحبك أكثر مما يمكن للوقت أن يحمل، وأكثر مما يمكن للكلمات أن تعبر. أنتِ حياتي.,"I love you more than time can hold, more than words can express. You are my life."
7,"أنتِ الحب الذي جعلني أدرك أن الحياة تستحق أن تُعاش. أنتِ كل شيء.",You are the love that made me realize life is worth living. You are everything.
7,"أنتِ النور الذي يضيء طريقي، والحلم الذي أصبح حقيقة. أنتِ كل ما أريد وما أحتاج.","You are the light tha illuminates my path, the dream that became reality. You are all I want and all I need."
7,"حبك هو النهر الذي يجري في قلبي، يروي كل جزء من كياني. أنتِ الحياة التي أعيشها.","Your love is the river that flows in my heart, nourishing every part of my being. You are the life I live."
7,كل يوم معك هو فصل جديد من قصة حب لا تنتهي. أنتِ القصة التي أريد أن أعيشها إلى الأبد.,Every day with you is a new chapter in an endless love story. You are the story I want to live forever.
7,أنتِ الحب الذي جعلني أرى العالم بعيون جديدة، مليئة بالأمل والجمال.,"You are the love that made me see the world with new eyes, filled with hope and beauty."
7,حبك هو السر الذي يجعل قلبي ينبض، والسبب الذي يجعلني أستيقظ كل صباح بابتسامة.,"Your love is the secret that makes my heart beat, the reason I wake up every morning with a smile."
7,أنتِ الحلم الذي لا أريد أن أستيقظ منه، والواقع الذي لا أستطيع العيش بدونه.,"You are the dream I never want to wake up from, the reality I cannot live without."
7,كل لحظة معك هي كنز لا يقدر بثمن، وكل ثانية بعيدًا عنك هي ألم لا يحتمل.,"Every moment with you is a priceless treasure, and every second away from you is unbearable pain."
7,"حبك هو النور الذي يضيء لي في أحلك اللحظات. أنتِ الأمل الذي لا ينتهي.",Your love is the light that brightens my darkest moments. You are the hope that never ends.
7,"أنتِ الحلم الذي أصبح حقيقة، والنور الذي يضيء طريقي. أنتِ كل شيء جميل في حياتي.","You are the dream that became reality, the light that illuminates my path. You are everything beautiful in my life."
7,"أنا لا أحتاج إلى كلمات إضافية، فأنتِ تعبير عن كل شيء جميل في هذا العالم.","I don't need extra words, for you are the expression of everything beautiful in this world."
7,"أنتِ البحر الذي أسبح فيه بلا خوف، والسماء التي أطير فيها بحرية. أنتِ كل ما أريد وما أحتاج.","You are the sea in which I swim without fear, the sky in which I fly freely. You are all I want and all I need."
7,حين تنظر إليّ، أشعر أن الزمن يتوقف، أن العالم كله يصمت احترامًا لعينيك.,"When you look at me, I feel time stops, the whole world falls silent in reverence to your eyes."
7,أنت لست مجرد حب، أنت حياةٌ تُزهر في قلبي كل يوم.,You are not just love; you are a life that blooms in my heart every day.
7,"لو كان بوسعي أن أختصر العالم، لأصبح حضنك هو الأرض ويديك هما السماء.","If I could condense the world, your embrace would be the earth, and your hands would be the sky."
7,أحبك كما لم يحب عاشق من قبل، وأشتاقك كما لو كنت أنفاسي.,"I love you as no lover has loved before, and I miss you as if you were my breath."
7,كلما ضاعت مني الكلمات، يكفيني أن أغمض عيني وأرى وجهك.,"Whenever words fail me, it is enough to close my eyes and see your face."
7,قلبي لا ينبض، بل يتهجّى اسمك في كل نبضة.,My heart does not beat; it spells your name with every throb.
7,كيف لي أن أكون عابر سبيل في حياتك، وأنا الذي خُلقتُ لأستقر في قلبك؟,How can I be just a passerby in your life when I was created to settle in your heart?
7,"كل النجوم في السماء لا تُضاهي بريق عينيك حين تنظر إليّ بحب.",All the stars in the sky do not compare to the sparkle in your eyes when you look at me with love.
7,"في وجودك، يصبح العشق صلاة، والهمس دعاء، والنظر عبادة.","In your presence, love becomes a prayer, whispers a supplication, and gazing a form of worship."
7,لو كان الحب نهرًا، لأغرقتني عيناك قبل أن أتعلم السباحة فيه.,"If love were a river, your eyes would drown me before I even learned how to swim."
7,كل الطرق تؤدي إليك، لأن قلبي جعل منك وجهته الوحيدة.,All roads lead to you because my heart has made you its only destination.
7,أخشى أن أغفو يومًا وأستيقظ في عالم لا تكون فيه أنت.,I fear falling asleep one day and waking up in a world where you don’t exist.
7,الحياة قبلك كانت مجرد تفاصيل، وبعدك أصبحت رواية لا أريد أن تنتهي.,"Life before you was just details, and after you, it became a novel I never want to end."
7,لديّ يقين أن قلبي لم يُخلق إلا لينبض باسمك.,I am certain that my heart was created only to beat with your name.
7,"أريد أن أكون دفء صباحاتك، ونجم لياليك، وكل شيء بينهما.","I want to be the warmth of your mornings, the star of your nights, and everything in between."
7,أنت قصيدتي الأجمل، ومعك فقط يصبح الحرف شعرًا.,"You are my most beautiful poem, and only with you do letters become poetry."
7,حتى لو تاهت بنا الأيام، سأجدك في كل لحظة في داخلي.,"Even if days lead us astray, I will find you in every moment within me."
7,قلبي ليس مجرد عضو، إنه وطن يسكنه حبك.,My heart is not just an organ; it is a homeland where your love resides.
7,لم أعد أميز بين صوتك وصوت دقات قلبي، كلاهما ينبض بالحياة.,I can no longer distinguish between your voice and my heartbeat; both pulse with life.
7,إذا كنتَ بحرًا، فأنا الغريق الذي لا يريد أن ينجو.,"If you were an ocean, I would be the drowning soul that never wants to be saved."
7,حين تنظر إليّ، أشعر أن الزمن يتوقف، أن العالم كله يصمت احترامًا لعينيك، وكأن الكون بأسره يفسح المجال لنا لنتنفس الحب بحرية.,"When you look at me, I feel time stops, the whole world falls silent in reverence to your eyes, as if the entire universe makes space for us to breathe love freely."
7,أنت لست مجرد حب، أنت حياةٌ تُزهر في قلبي كل يوم، أنت الفجر الذي يبدد عتمة أيامي، والنبض الذي يهمس باسمي كلما اقتربت منك.,"You are not just love; you are a life that blooms in my heart every day, the dawn that dispels the darkness of my days, and the heartbeat that whispers my name whenever I draw near to you."
7,"لو كان بوسعي أن أختصر العالم، لأصبح حضنك هو الأرض ويديك هما السماء، ولصارت أنفاسك النسيم الذي أتنفسه، ونبضات قلبك هي الموسيقى الأبدية التي تسكنني.","If I could condense the world, your embrace would be the earth, your hands the sky, your breath the breeze I inhale, and your heartbeats the eternal music that resides within me."
7,"أحبك كما لم يحب عاشق من قبل، أتنفسك كما يتنفس الغريق الحياة عند أول نجاة، أتشبث بك كما تتشبث الروح بالجسد خشية الفناء.","I love you as no lover has ever loved before, I breathe you in like a drowning soul gasping for life, I cling to you as the soul clings to the body, fearing its demise."
7,كلما ضاعت مني الكلمات، يكفيني أن أغمض عيني وأرى وجهك، فأجد في ملامحك كل العبارات التي عجز لساني عن نطقها، وأشعر أن الحب يتحدث إليّ بصمتك.,"Whenever words fail me, I simply close my eyes and see your face, finding in your features all the words my tongue could not say, and feeling love speaking to me through your silence."
7,قلبي لا ينبض، بل يتهجّى اسمك في كل نبضة، وكأنه يتلو نشيد عشقٍ أزلي لا يعرف السكون، ولا يملك القدرة على النسيان.,"My heart does not beat; it spells your name with every throb, as if reciting an eternal love anthem that knows no rest and has no capacity for forgetting."
7,كيف لي أن أكون عابر سبيل في حياتك، وأنا الذي خُلقتُ لأستقر في قلبك، لأكون وطناً لروحك حين تتيه في زحام العالم؟,"How can I be just a passerby in your life when I was created to settle in your heart, to be a home for your soul when it gets lost in the crowd of the world?"
7,"كل النجوم في السماء لا تُضاهي بريق عينيك حين تنظر إليّ بحب، فكأن الليل نفسه يعترف بهزيمته أمام ضوء حبك الذي يغمرني.","All the stars in the sky do not compare to the sparkle in your eyes when you look at me with love, as if the night itself surrenders to the radiance of your love that engulfs me."
7,"في وجودك، يصبح العشق صلاة، والهمس دعاء، والنظر عبادة، وكأن الحب معك حالة من الطهر لا يشوبها إلا الشوق إليك.","In your presence, love becomes a prayer, whispers a supplication, and gazing a form of worship, as if loving you is a state of purity tainted only by the longing for you."
7,لو كان الحب نهرًا، لأغرقتني عيناك قبل أن أتعلم السباحة فيه، ولأخترت أن أظل غارقًا للأبد، لأن النجاة من حبك موت.,"If love were a river, your eyes would drown me before I even learned to swim, and I would choose to remain submerged forever, for escaping your love is nothing but death."
7,كل الطرق تؤدي إليك، لأن قلبي جعل منك وجهته الوحيدة، فلا شرود إلا في تفاصيلك، ولا تيه إلا في غيابك.,"All roads lead to you because my heart has made you its only destination; there is no wandering except in your details, and no loss except in your absence."
7,أخشى أن أغفو يومًا وأستيقظ في عالم لا تكون فيه أنت، فكيف لحياتي أن تستمر إذا كنتَ أنت نبضها؟,"I fear falling asleep one day and waking up in a world where you don’t exist, for how can my life continue when you are its very heartbeat?"
7,الحياة قبلك كانت مجرد تفاصيل، وبعدك أصبحت رواية لا أريد أن تنتهي، لأنك فصلها الأجمل وسطورها الأكثر دفئًا.,"Life before you was just details, and after you, it became a novel I never want to end, for you are its most beautiful chapter and its warmest lines."
7,لديّ يقين أن قلبي لم يُخلق إلا لينبض باسمك، وأن حروفي لم تُكتب إلا لتخط قصيدة عشقك.,"I am certain that my heart was created only to beat with your name, and that my words were written only to compose the poem of your love."
7,"أريد أن أكون دفء صباحاتك، ونجم لياليك، وهمس أنفاسك حين يملأك الحنين إليّ.","I want to be the warmth of your mornings, the star of your nights, and the whisper of your breath when you are filled with longing for me."
7,أنت قصيدتي الأجمل، ومعك فقط يصبح الحرف شعرًا، والكلمات ألحانًا، والمشاعر أغنية لا تنتهي.,"You are my most beautiful poem, and only with you do letters become poetry, words turn into melodies, and emotions transform into an endless song."
7,حتى لو تاهت بنا الأيام، سأجدك في كل لحظة في داخلي، لأنك السكن الذي لا يغادرني، والنبض الذي لا يتوقف.,"Even if days lead us astray, I will find you in every moment within me, for you are the home that never leaves me, and the heartbeat that never stops."
7,قلبي ليس مجرد عضو، إنه وطن يسكنه حبك، مدينة لا تغيب عنها شمس عشقك.,"My heart is not just an organ; it is a homeland where your love resides, a city where the sun of your love never sets."
7,لم أعد أميز بين صوتك وصوت دقات قلبي، كلاهما ينبض بالحياة، وكلاهما سر وجودي.,"I can no longer distinguish between your voice and my heartbeat; both pulse with life, and both are the essence of my existence."
7,إذا كنتَ بحرًا، فأنا الغريق الذي لا يريد أن ينجو، لأن النجاة منك خسارة لا أطيقها.,"If you were an ocean, I would be the drowning soul that never wants to be saved, for escaping you is a loss I cannot bear."
7,"ما أنتِ إلا القصيدة التي لم يكتبها الشعراء، والمعزوفة التي لم يلحنها الموسيقيون، أنتِ نشوة الحب حين يبلغ مداه.","You are the poem never written by poets, the melody never composed by musicians, you are the ecstasy of love at its peak."
7,كل اللغات تفشل في وصفكِ، كل الكلمات تقف عاجزة أمام فتنة حضوركِ، وكأنكِ لغة لا تُقرأ إلا بالقلب.,"All languages fail to describe you, all words stand helpless before the charm of your presence, as if you were a language read only by the heart."
7,إذا كان الحب جريمة، فكوني أنتِ سلاحي، ودعيني أرتكب في عشقكِ كل الخطايا.,"If love is a crime, then let you be my weapon, and allow me to commit all the sins of passion in your name."
7,أحتاج إليكِ كما تحتاج الأرض إلى المطر، كما يحتاج الليل إلى القمر، كما يحتاج العاشق إلى نبضة في صدره تحمل اسمك.,"I need you as the earth needs rain, as the night needs the moon, as the lover needs a heartbeat in his chest carrying your name."
7,"حين أتنفس، أشعر أن الهواء يختلط برائحتكِ، أن الأوكسجين الذي يبقيني حيًا مشبعٌ بحبك.","When I breathe, I feel the air is infused with your scent, as if the oxygen keeping me alive is saturated with your love."
7,"كل الأشياء تفقد قيمتها إلا أنتِ، فأنتِ الثابت الوحيد في معادلات هذا العالم، الحقيقة الوحيدة التي لا تتغير.","Everything loses its value except you; you are the only constant in the equations of this world, the only truth that never changes."
7,"كل المدن تبدو باهتة دونكِ، كل الأماكن موحشة إلا تلك التي تحمل أثركِ، فأنتِ الدفء حين يبرد العالم.","All cities seem dull without you, all places feel desolate except those touched by your presence, for you are the warmth when the world turns cold."
7,"حين تبتسمين، يضيء العالم، تغدو الشمس أكثر إشراقًا، وتتناثر الفراشات حول قلبي، كأن الحياة تُعاد خلقها من جديد.","When you smile, the world lights up, the sun shines brighter, and butterflies flutter around my heart, as if life is being recreated anew."
7,"أنتِ الفصول الأربعة في لحظة واحدة، ربيعُ يزهر في عيني، صيفٌ يشتعل في روحي، خريفٌ يسكن حزني، وشتاءٌ يغسلني بالحنين.","You are all four seasons in a single moment—spring blooming in my eyes, summer blazing in my soul, autumn dwelling in my sorrow, and winter washing me with longing."
7,لو كان في العشق نبي، لكنتِ أنتِ المعجزة، ولو كان للحب وطن، لكنتِ أنتِ الأرض التي لا أهاجر عنها أبدًا.,"If love had a prophet, you would be the miracle, and if love had a homeland, you would be the land I would never leave."
7,حين تحضرين، تتوقف عقارب الوقت عن الدوران، كأن الزمن يأبى أن يسرق لحظة واحدة من لقائنا.,"When you are here, the hands of time stop moving, as if time refuses to steal even a single moment from our meeting."
7,لو كان بإمكاني أن أسكن قلبك، لجعلته منزلي الأبدي، لا أغادره ولا أسكن سواه.,"If I could reside in your heart, I would make it my eternal home, never leaving and never dwelling anywhere else."
7,حين أكتب عنكِ، أشعر أن القلم يفيض عشقًا، أن الحبر يشتعل شوقًا، وكأن الكلمات تتوسل إليّ ألا أنهي حديثي عنكِ.,"When I write about you, I feel the pen overflowing with love, the ink burning with longing, as if the words are begging me not to stop speaking of you."
7,كيف أكون بخير وأنتِ بعيدة؟ كيف يتنفس القلب وهو محروم من هواكِ؟,How can I be fine while you are away? How can the heart breathe when it is deprived of your air?
7,كل ما فيكِ يعزف لحنًا على أوتار روحي، حتى صمتكِ يبدو كأجمل مقطوعة سمعتها يومًا.,"Everything about you plays a melody on the strings of my soul, even your silence sounds like the most beautiful symphony I have ever heard."
7,لو كان الشوق رجلاً، لأصبح ظلّي، يتبعني في كل مكان، لا يرحمني من عذابه لحظة.,"If longing were a man, he would be my shadow, following me everywhere, never sparing me a moment from his torment."
7,أحبكِ بلا منطق، بلا سبب، بلا شروط، أحبكِ لأنكِ أنتِ، ولأن قلبي لم يجد ملاذًا إلا فيكِ.,"I love you without logic, without reason, without conditions—I love you because you are you, and because my heart found no refuge except in you."
7,وجودكِ يجعل من العادي استثنائيًا، ومن اللحظات العابرة ذكرى لا تُنسى.,Your presence turns the ordinary into extraordinary and fleeting moments into unforgettable memories.
7,كأنكِ كُتبتِ من نور، كأن عينيكِ تحملان سر الكون، وكأنني ما عرفت الحب حتى عرفتكِ.,"As if you were written from light, as if your eyes hold the secret of the universe, and as if I never knew love until I knew you."
7,في ازدحام هذا العالم، لا أحتاج سوى زاوية صغيرة بجواركِ، حيث يصبح العالم أكثر اتساعًا.,"In the crowd of this world, all I need is a small corner beside you, where the world suddenly becomes vast."
7,"كل شيء فقد معناه إلا عينيكِ، ففيهما أرى الحياة بلونٍ لم تعرفه عيناي من قبل.","Everything has lost its meaning except your eyes, for in them, I see life in a color my eyes have never known before."
7,أحبكِ، لا لأنكِ الأجمل، بل لأنكِ الأصدق، لأنكِ الحب الذي لا يُكتب، بل يُعاش.,"I love you not because you are the most beautiful, but because you are the most genuine, because you are love that is not written but lived."
7,"يا امرأةً تختصر كل النساء، حبكِ ليس مجرد شعور، بل هو وطنٌ أسكنه وأتنفسه.","O woman who embodies all women, your love is not just a feeling, but a homeland I dwell in and breathe."
7,"حين أحببتكِ، أدركت أن العالم لم يكن كاملاً قبلكِ، وأن كل شيء قبلكِ كان مجرد انتظارٍ لوجودكِ.","When I loved you, I realized the world was incomplete before you, and that everything before you was merely waiting for your presence."
7,أنتِ قصة لا تُقرأ على عجل، بل تُرتل كما تُرتل الآيات، تُعاش بكل تفاصيلها ولا تُختصر.,"You are a story not to be read in haste, but to be recited like sacred verses, lived in every detail and never summarized."
7,كأنكِ الحلم الذي لم أكن أعرف أنني أتمناه، وكأنكِ الإجابة لكل أسئلة قلبي التي لم تُطرح.,"As if you are the dream I never knew I wished for, and the answer to all the unasked questions of my heart."
7,كل الطرق تقودني إليكِ، حتى تلك التي لم أخترها، حتى الأقدار التي لم أطلبها.,"All roads lead me to you, even those I never chose, even the destinies I never asked for."
7,حين أنظر إليكِ، أشعر أن الله خلقكِ لتكوني الدليل القاطع على أن الحب معجزة.,"When I look at you, I feel that God created you to be the undeniable proof that love is a miracle."
7,كل اللغات تنسى مفرداتها حين يتعلق الأمر بكِ، فلا كلمات تكفي، ولا وصف يليق.,"All languages forget their vocabulary when it comes to you; no words are enough, no description is worthy."
7,في عينيكِ تنتهي الحروب، ويهدأ العالم، وفي صوتكِ يُولد السلام من جديد.,"In your eyes, wars end, the world calms, and in your voice, peace is reborn."